qty,item_i,gst_i,purchase_d
1,106999,377551,06/06/2016_00:00:00
2,47326,2042005,03/03/2016_00:00:00
2,45360,1233143,25/08/2016_00:00:00
2,117020,2459666,29/03/2016_00:00:00
1,64367,3520500,21/05/2016_00:00:00
2,47593,284894,27/10/2015_00:00:00
1,217029,3362565,26/02/2017_00:00:00
1,109221,1966913,18/12/2016_00:00:00
1,200792,4600662,27/04/2016_00:00:00
1,241808,5105133,03/09/2016_00:00:00
1,116088,3714165,14/09/2015_00:00:00
1,44296,1613283,22/10/2015_00:00:00
1,132913,136528,19/11/2015_00:00:00
1,96763,1340354,28/05/2016_00:00:00
1,221085,87810,06/12/2016_00:00:00
1,107305,4774879,21/10/2016_00:00:00
1,97274,1582797,24/07/2016_00:00:00
1,109803,2736232,01/01/2016_00:00:00
1,177167,4861925,16/09/2015_00:00:00
2,41756,2213602,15/09/2015_00:00:00
1,43980,4155804,09/11/2016_00:00:00
1,115823,1904015,13/10/2016_00:00:00
1,110411,3207399,27/04/2016_00:00:00
1,99491,739663,27/09/2016_00:00:00
2,141806,26385,31/08/2016_00:00:00
1,3917,5027818,22/03/2016_00:00:00
1,53937,2758215,28/10/2016_00:00:00
1,138506,3225034,19/09/2015_00:00:00
1,107557,1540910,02/10/2016_00:00:00
2,22549,1378536,29/06/2016_00:00:00
1,214720,1651863,14/07/2016_00:00:00
1,120388,3664411,25/03/2017_00:00:00
2,222273,4488527,20/06/2016_00:00:00
1,94342,4683283,21/09/2016_00:00:00
1,100895,1555345,05/12/2015_00:00:00
2,235384,2983894,19/01/2017_00:00:00
1,170947,2629,18/07/2016_00:00:00
1,54960,2376181,28/05/2016_00:00:00
1,169066,4373194,29/01/2016_00:00:00
1,172415,569565,05/11/2016_00:00:00
1,130491,2153035,30/10/2016_00:00:00
1,38047,1694812,19/10/2015_00:00:00
3,43307,2897141,07/08/2016_00:00:00
1,119629,2503057,25/08/2015_00:00:00
1,197676,3572764,25/03/2017_00:00:00
1,185822,2503057,08/04/2016_00:00:00
1,52993,4261072,06/12/2015_00:00:00
2,54148,4242307,10/06/2016_00:00:00
1,45169,2549841,19/10/2016_00:00:00
1,48174,350518,18/01/2017_00:00:00
1,132903,3563193,28/07/2016_00:00:00
1,,2855376,10/03/2016_00:00:00
1,199697,2376181,23/09/2015_00:00:00
1,51468,4031861,04/09/2015_00:00:00
1,48465,3544885,18/01/2016_00:00:00
1,105321,2567543,04/04/2016_00:00:00
3,51479,2955321,01/06/2016_00:00:00
1,235281,4557193,25/10/2015_00:00:00
3,58808,2262224,15/12/2016_00:00:00
1,98752,4979746,03/03/2017_00:00:00
1,137700,2934551,30/11/2015_00:00:00
1,109032,4243895,19/03/2016_00:00:00
2,87057,4716202,23/12/2016_00:00:00
1,93412,2268869,01/09/2016_00:00:00
1,134459,2576483,21/12/2015_00:00:00
1,43691,2897141,07/09/2015_00:00:00
1,219830,3386992,24/02/2017_00:00:00
1,111117,927807,03/11/2016_00:00:00
1,37808,4504569,30/06/2016_00:00:00
1,227888,281897,05/08/2016_00:00:00
1,171587,1642873,08/09/2016_00:00:00
1,44022,2563664,30/03/2017_00:00:00
1,94907,389992,31/05/2016_00:00:00
3,204559,2734609,25/09/2016_00:00:00
1,99031,2576483,28/02/2016_00:00:00
1,77392,4870477,30/03/2016_00:00:00
2,95074,3883892,05/01/2017_00:00:00
2,105851,2895155,29/04/2016_00:00:00
2,109566,3384086,04/09/2016_00:00:00
1,46061,5169491,11/07/2016_00:00:00
1,40859,1054115,13/08/2016_00:00:00
1,156654,1113574,26/03/2017_00:00:00
3,230518,1131227,04/10/2016_00:00:00
2.65,109559,1929755,17/02/2017_00:00:00
1,50987,1054115,21/11/2016_00:00:00
1,179659,1591857,28/11/2016_00:00:00
1,141227,4997843,10/09/2016_00:00:00
1,132271,4355563,16/03/2017_00:00:00
1,48863,318925,16/01/2016_00:00:00
2,100871,4992887,21/03/2017_00:00:00
1,121432,825515,21/02/2017_00:00:00
1,236101,1470281,15/12/2015_00:00:00
1,68463,2298095,19/09/2015_00:00:00
2.74,109003,3072246,31/03/2016_00:00:00
1,166292,2895155,24/11/2015_00:00:00
1,100308,1212734,07/08/2016_00:00:00
1,96516,4683283,04/06/2016_00:00:00
1,52830,3550329,07/05/2016_00:00:00
1,52215,5169491,25/11/2016_00:00:00
1,119513,3405607,12/02/2017_00:00:00
1,51667,3207399,27/04/2016_00:00:00
1,103760,5197912,09/09/2016_00:00:00
1,43687,3657937,04/02/2016_00:00:00
1,104045,2169455,26/01/2016_00:00:00
2,134444,2115165,17/11/2015_00:00:00
3,54885,2629,30/03/2017_00:00:00
1,102127,2639949,12/01/2017_00:00:00
1,107974,5188126,02/11/2016_00:00:00
1,228941,1331044,31/10/2015_00:00:00
1,42603,2734609,05/05/2016_00:00:00
1,222563,1507740,03/09/2016_00:00:00
1,5460,1643337,29/06/2016_00:00:00
1,41293,2503057,25/01/2017_00:00:00
1,100598,3623434,01/06/2016_00:00:00
1,111400,83604,01/06/2016_00:00:00
1,95222,5169491,22/09/2015_00:00:00
1,105159,4192601,08/05/2016_00:00:00
1,214052,961883,12/03/2016_00:00:00
1,41759,4471212,15/08/2016_00:00:00
1,105099,1151010,19/05/2016_00:00:00
1,95422,5119214,28/02/2016_00:00:00
1,244823,2160830,08/10/2016_00:00:00
1,40895,2855376,09/11/2016_00:00:00
1,138350,2012075,24/03/2016_00:00:00
1,222306,2074427,08/03/2016_00:00:00
1,214252,3500517,13/06/2016_00:00:00
1,41534,5169491,06/01/2016_00:00:00
1,99999,350518,21/01/2017_00:00:00
1,185489,1127374,22/12/2016_00:00:00
1,4996,4877920,14/05/2016_00:00:00
1,43649,4939121,23/08/2015_00:00:00
1,62564,5051874,27/02/2017_00:00:00
1,44141,3243291,01/06/2016_00:00:00
1,206378,2513424,08/10/2015_00:00:00
1,100409,208060,18/12/2015_00:00:00
1,36332,4789427,03/01/2017_00:00:00
1,180729,1888312,24/02/2017_00:00:00
1,117918,4185084,21/08/2016_00:00:00
1,186513,4432632,28/12/2015_00:00:00
1,106041,2563664,09/02/2016_00:00:00
2,108573,3550329,12/01/2016_00:00:00
1,49880,4697069,10/11/2015_00:00:00
1,235098,2459666,02/07/2016_00:00:00
1,42496,3563193,20/01/2016_00:00:00
1,96230,4217607,08/03/2016_00:00:00
1,50851,685744,14/12/2015_00:00:00
1,43132,2107213,29/06/2016_00:00:00
9,167307,2549841,18/03/2017_00:00:00
1,53077,1427982,28/06/2016_00:00:00
1,105636,4626156,11/01/2017_00:00:00
1,119608,2023314,11/03/2017_00:00:00
1,48207,1020846,03/05/2016_00:00:00
1,109530,3172622,28/08/2015_00:00:00
1,5196,1636703,23/04/2016_00:00:00
1,99832,377551,26/08/2016_00:00:00
1,244805,87626,09/08/2016_00:00:00
2.11,110407,2895155,23/02/2017_00:00:00
1,41858,2639949,08/08/2016_00:00:00
1,54200,1542087,12/05/2016_00:00:00
1,142431,350518,11/08/2015_00:00:00
1,84386,81036,01/07/2016_00:00:00
1,31589,5043837,03/02/2017_00:00:00
1,4738,2984487,22/10/2015_00:00:00
1,244217,3405607,12/07/2016_00:00:00
1,41668,4207938,26/08/2016_00:00:00
1,205762,4789427,10/06/2016_00:00:00
1,48174,1713420,01/02/2016_00:00:00
1,48427,1783632,22/05/2016_00:00:00
1,196511,167226,18/10/2016_00:00:00
1,109541,2213602,03/06/2016_00:00:00
1,104053,1009636,20/10/2016_00:00:00
2,111619,5078050,18/02/2016_00:00:00
1,222776,117050,08/01/2016_00:00:00
1,42048,513585,26/03/2016_00:00:00
1,71049,2268869,24/01/2016_00:00:00
1,97335,3544885,14/11/2016_00:00:00
1,103371,821944,17/08/2015_00:00:00
1,49842,961883,25/11/2016_00:00:00
1,64564,2934551,29/07/2016_00:00:00
2,95734,1946366,12/02/2016_00:00:00
1,47287,5027818,26/08/2016_00:00:00
1,69614,4241737,24/01/2017_00:00:00
1,83944,1829629,10/03/2016_00:00:00
1,245763,2032927,06/03/2017_00:00:00
1,35213,3210381,10/06/2016_00:00:00
1,96326,3520500,10/09/2016_00:00:00
2,45458,3882828,05/09/2015_00:00:00
1,107060,4414710,07/06/2016_00:00:00
4,47326,4761888,27/07/2016_00:00:00
1,48960,438347,09/01/2016_00:00:00
1,97433,2567543,21/03/2017_00:00:00
1,121083,2398940,04/09/2015_00:00:00
1,110425,4972851,13/02/2017_00:00:00
1,64238,3208059,23/10/2015_00:00:00
1,134622,2663183,29/11/2016_00:00:00
2,48469,1881888,04/09/2015_00:00:00
1,48922,4507374,07/03/2016_00:00:00
1,205723,3395549,26/08/2016_00:00:00
1,50516,3071456,27/08/2015_00:00:00
1,87966,4261072,30/01/2017_00:00:00
1,207148,3340321,19/11/2016_00:00:00
1,44674,1020846,24/09/2015_00:00:00
1,46061,1642141,30/12/2016_00:00:00
1,51220,280184,14/08/2016_00:00:00
1,47328,2870253,25/09/2015_00:00:00
1,228785,1331044,26/04/2016_00:00:00
1,46334,285267,31/01/2016_00:00:00
1,41566,79505,28/03/2016_00:00:00
1,169462,3948430,09/02/2017_00:00:00
1,126538,4716202,14/02/2016_00:00:00
1,119581,2033617,17/09/2015_00:00:00
1,41972,2532736,04/03/2017_00:00:00
2,121299,3343705,28/12/2016_00:00:00
1,48191,1378536,23/05/2016_00:00:00
1,177170,4207938,07/02/2016_00:00:00
2,49853,4471212,17/01/2016_00:00:00
2,41191,5039478,28/04/2016_00:00:00
1,177989,1795401,31/01/2016_00:00:00
2,212842,2701803,24/02/2017_00:00:00
1,124190,346795,01/10/2015_00:00:00
1,3921,1365052,07/10/2015_00:00:00
1,40245,1582797,08/08/2016_00:00:00
1,101982,1642141,28/02/2017_00:00:00
1,45627,4564002,30/12/2015_00:00:00
1,106661,171522,23/08/2015_00:00:00
1,102113,3384086,29/04/2016_00:00:00
1,98525,2429557,26/02/2016_00:00:00
1,115214,4043130,18/11/2016_00:00:00
1,46933,1591857,31/03/2017_00:00:00
1,5242,429263,02/12/2016_00:00:00
1,47612,685744,27/09/2016_00:00:00
1,124935,3995022,19/11/2015_00:00:00
1,69744,4183031,17/12/2016_00:00:00
2,196921,4661530,08/08/2016_00:00:00
1,95542,2868206,13/09/2015_00:00:00
1,45173,5027818,17/11/2015_00:00:00
1,57116,4183760,20/01/2017_00:00:00
2,106848,3145599,27/08/2015_00:00:00
1,105893,3362565,05/01/2016_00:00:00
1,43308,2714327,22/02/2017_00:00:00
2,602,4870477,29/04/2016_00:00:00
1,62518,689612,06/11/2015_00:00:00
1,42778,2390272,05/06/2016_00:00:00
1,51221,4939121,10/03/2016_00:00:00
1,42819,2525756,11/06/2016_00:00:00
1,41481,2390272,11/02/2017_00:00:00
1,145265,4835889,20/07/2016_00:00:00
1,105648,1642141,12/09/2015_00:00:00
2,45897,1643287,29/05/2016_00:00:00
1,175145,2897141,01/05/2016_00:00:00
1,230343,3919512,15/03/2016_00:00:00
1,43078,3327985,30/08/2015_00:00:00
1,98030,1479580,20/10/2016_00:00:00
1,28476,438347,24/12/2015_00:00:00
1,105290,3683220,03/03/2016_00:00:00
1,198669,690939,11/09/2016_00:00:00
1,139366,4243895,30/03/2017_00:00:00
2,51075,5137205,18/12/2015_00:00:00
1,113268,3327985,13/06/2016_00:00:00
2,212606,4683283,13/05/2016_00:00:00
3,96910,2065694,01/01/2017_00:00:00
1,109577,4414710,30/06/2016_00:00:00
1,232700,3362874,03/01/2017_00:00:00
1,103643,739663,20/10/2015_00:00:00
1,99876,1642141,03/02/2017_00:00:00
1,42891,3879119,02/03/2017_00:00:00
1,40744,1118738,14/01/2016_00:00:00
2,85497,1784410,26/10/2016_00:00:00
1,5371,2361100,26/05/2016_00:00:00
1,184806,3405607,14/06/2016_00:00:00
1,48960,2639949,09/05/2016_00:00:00
1,5705,3178291,22/01/2017_00:00:00
1,107004,2895155,14/11/2016_00:00:00
1,108783,2503057,29/06/2016_00:00:00
1,100746,647592,24/11/2016_00:00:00
1,104188,1507740,08/02/2017_00:00:00
2,116455,361788,12/05/2016_00:00:00
1,78870,3654128,30/06/2016_00:00:00
1,46557,1796326,26/03/2017_00:00:00
1,147306,2138738,16/02/2016_00:00:00
1,222205,2482638,11/12/2016_00:00:00
1,99851,2730257,29/04/2016_00:00:00
1,56547,3752512,17/11/2016_00:00:00
1,58422,647592,04/11/2016_00:00:00
1,170661,3688883,12/09/2016_00:00:00
2,45523,3228967,23/04/2016_00:00:00
1,47604,2012075,23/06/2016_00:00:00
2,40724,5072702,19/10/2015_00:00:00
1,78474,4088080,15/05/2016_00:00:00
1,98375,1713420,07/09/2015_00:00:00
1,132054,4344283,21/09/2015_00:00:00
1,196329,3327985,15/01/2016_00:00:00
1,45562,1582797,20/12/2015_00:00:00
1,63956,2793569,16/01/2017_00:00:00
1,169001,1783632,01/04/2017_00:00:00
1,106383,24676,26/03/2016_00:00:00
1,83459,4437981,04/01/2016_00:00:00
1,41173,1643137,03/05/2016_00:00:00
1,44096,2567543,21/08/2015_00:00:00
1,130811,3025723,27/12/2016_00:00:00
1,95422,2806822,04/02/2016_00:00:00
4,243069,1633923,02/12/2015_00:00:00
1,42804,647592,01/05/2016_00:00:00
1,151364,1365052,04/07/2016_00:00:00
2,40252,962718,06/12/2016_00:00:00
2,42685,170051,28/02/2017_00:00:00
2,96577,5078050,11/07/2016_00:00:00
1,103726,4525173,19/09/2015_00:00:00
1,194391,2390272,16/07/2016_00:00:00
1,58318,1427982,06/02/2017_00:00:00
1,171310,4650736,14/08/2016_00:00:00
1,5331,2532578,01/01/2017_00:00:00
2,56444,4041753,28/04/2016_00:00:00
1,99004,3395549,13/06/2016_00:00:00
2,219689,1398285,25/12/2015_00:00:00
1,54729,4661530,19/06/2016_00:00:00
1,151342,3118190,02/08/2016_00:00:00
2,103476,4896370,24/11/2016_00:00:00
1,51361,989281,30/08/2015_00:00:00
1,46977,494390,18/02/2016_00:00:00
1,47466,853878,24/12/2015_00:00:00
1,111116,2828140,02/12/2015_00:00:00
1,222207,2154675,04/01/2016_00:00:00
1,51026,4192601,18/11/2016_00:00:00
1.91,109559,4235440,20/07/2016_00:00:00
1,95070,1829629,07/10/2015_00:00:00
1,3096,3103594,09/01/2016_00:00:00
1,43897,3637129,11/02/2017_00:00:00
1,182744,3170539,30/10/2016_00:00:00
1,102146,5137205,08/01/2016_00:00:00
1,40866,982573,24/07/2016_00:00:00
1,79431,5052330,19/08/2016_00:00:00
1,41444,402560,28/02/2017_00:00:00
1,220540,2268869,11/08/2015_00:00:00
2,44543,961883,30/05/2016_00:00:00
1,95958,961883,15/04/2016_00:00:00
1,79478,1597223,06/03/2017_00:00:00
1,162683,2629,18/09/2016_00:00:00
1,72367,1233143,18/05/2016_00:00:00
1,41464,1633923,22/10/2016_00:00:00
1,48547,1904015,16/02/2017_00:00:00
1,93644,1819124,09/12/2015_00:00:00
1,48445,1636703,09/04/2016_00:00:00
1,88947,5193116,06/08/2016_00:00:00
5,45722,1694812,21/03/2017_00:00:00
1,23788,4525173,21/10/2016_00:00:00
1,234268,1398285,13/12/2016_00:00:00
1,44948,5401,04/02/2017_00:00:00
2,108490,2503057,20/02/2017_00:00:00
1,40705,1017018,19/05/2016_00:00:00
3,40973,4264338,21/07/2016_00:00:00
1,102628,2190332,21/03/2017_00:00:00
1,93137,2339342,21/11/2015_00:00:00
1,5109,1250234,27/06/2016_00:00:00
2,188523,2730257,06/12/2016_00:00:00
1,54035,569565,12/08/2016_00:00:00
2,114344,3678819,24/10/2015_00:00:00
1,109530,4414710,06/10/2016_00:00:00
3,43121,2262224,01/07/2016_00:00:00
1,66429,3580428,08/08/2016_00:00:00
2,99336,5078050,10/08/2015_00:00:00
1,222155,3228967,23/10/2016_00:00:00
1,55326,1850781,19/02/2017_00:00:00
1,43306,4471212,26/07/2016_00:00:00
1,50194,554286,07/11/2015_00:00:00
1,44611,3145599,07/02/2016_00:00:00
1,95460,5180578,09/11/2016_00:00:00
1,96548,1193696,05/11/2016_00:00:00
1,67615,4273506,24/07/2016_00:00:00
2,49843,1331044,07/03/2016_00:00:00
1,121267,1820775,15/07/2016_00:00:00
1,109558,3817073,30/03/2017_00:00:00
1,151342,4494737,06/02/2016_00:00:00
2,139165,342694,04/11/2016_00:00:00
1,94457,4938281,19/12/2015_00:00:00
2,103111,1643287,27/09/2016_00:00:00
1,49573,4426298,16/11/2016_00:00:00
1,41566,3327727,05/02/2016_00:00:00
2,91847,982573,07/12/2016_00:00:00
1,123013,1295937,18/02/2016_00:00:00
2,206167,5078050,28/05/2016_00:00:00
1,87628,5197912,24/04/2016_00:00:00
1,100825,4489645,11/03/2016_00:00:00
1,109026,1017018,14/04/2016_00:00:00
1,100042,1881888,07/05/2016_00:00:00
1,41011,2742150,04/04/2016_00:00:00
1,191662,3327985,30/06/2016_00:00:00
1,179443,3145599,09/03/2016_00:00:00
1,43141,2635948,01/09/2015_00:00:00
1,43255,3178291,13/09/2016_00:00:00
1,46174,2631233,13/09/2016_00:00:00
1,106570,5197912,04/04/2016_00:00:00
1,87510,2513424,27/02/2016_00:00:00
1,106544,2424379,26/11/2015_00:00:00
1,99129,1130677,27/02/2016_00:00:00
1,48434,3327727,05/02/2016_00:00:00
1,46059,4661530,19/02/2017_00:00:00
1,237686,4876665,11/11/2016_00:00:00
1,119629,2629,13/02/2016_00:00:00
1,54184,4031861,02/11/2015_00:00:00
1,41003,5031197,05/01/2017_00:00:00
1,40116,3752512,01/04/2016_00:00:00
1,41148,1044854,08/09/2016_00:00:00
1,164894,4317860,26/02/2016_00:00:00
1,100295,2390272,04/07/2016_00:00:00
1,91671,872914,22/07/2016_00:00:00
1,51422,5188419,08/07/2016_00:00:00
1,204653,2933258,28/01/2017_00:00:00
2,4442,5001591,27/02/2016_00:00:00
1,55531,2468235,16/01/2016_00:00:00
1,225391,3071456,26/12/2016_00:00:00
2,105590,1131227,15/06/2016_00:00:00
3,41555,2803338,06/12/2016_00:00:00
1,103408,4414710,20/11/2015_00:00:00
1,59261,513585,01/02/2016_00:00:00
1,123900,3882828,07/10/2016_00:00:00
1,95422,2895155,01/09/2016_00:00:00
1,196975,4368935,08/01/2017_00:00:00
1,43102,4185084,04/09/2016_00:00:00
1,47727,2262224,20/10/2016_00:00:00
1,93412,4741133,15/08/2015_00:00:00
1,187937,136226,20/08/2016_00:00:00
1,46265,284894,31/12/2015_00:00:00
1,237181,5065179,30/08/2016_00:00:00
1,140803,4048954,17/03/2017_00:00:00
1,174798,1904015,17/02/2017_00:00:00
1,215437,1819124,27/08/2015_00:00:00
1,40596,3520500,27/09/2015_00:00:00
1,,3789922,29/01/2017_00:00:00
1,94384,833903,15/12/2016_00:00:00
1,43940,4414710,02/01/2016_00:00:00
1,195562,3733624,10/01/2016_00:00:00
1,41111,2868206,03/09/2016_00:00:00
6,50631,4443752,23/02/2017_00:00:00
1,92598,2268869,16/10/2015_00:00:00
1,96649,4283243,09/11/2016_00:00:00
1,97507,328027,05/10/2015_00:00:00
2,198470,4565053,10/08/2015_00:00:00
1,179003,438096,22/04/2016_00:00:00
2,96536,690939,20/01/2016_00:00:00
2,43379,1197140,08/11/2016_00:00:00
1,45163,112388,08/11/2015_00:00:00
1,95323,4368935,21/09/2016_00:00:00
1,63660,5122809,15/08/2015_00:00:00
1,130814,2042005,13/03/2016_00:00:00
1,118920,185169,11/08/2015_00:00:00
1,47292,2567543,15/07/2016_00:00:00
1,114177,3879451,22/12/2016_00:00:00
1,76490,2032927,10/04/2016_00:00:00
1,34787,4414710,23/06/2016_00:00:00
1,50917,4761888,12/04/2016_00:00:00
1,66919,389992,22/12/2015_00:00:00
1,179431,2213602,04/11/2016_00:00:00
1,218371,5188419,14/04/2016_00:00:00
4,183242,5147107,31/12/2015_00:00:00
1,126166,2955321,02/09/2016_00:00:00
1,34874,853878,19/10/2016_00:00:00
2,132543,2468235,14/06/2016_00:00:00
1,190404,2545959,13/03/2017_00:00:00
1,125422,1869704,21/08/2016_00:00:00
1,42609,4345994,18/07/2016_00:00:00
1,101008,438347,27/10/2015_00:00:00
2,94520,2549794,16/01/2016_00:00:00
1,95099,1123534,20/12/2016_00:00:00
1,3341,2897141,23/01/2017_00:00:00
2,93663,284894,24/06/2016_00:00:00
2,101327,1183190,25/09/2016_00:00:00
1,121284,466727,19/09/2016_00:00:00
2,46400,982573,14/04/2016_00:00:00
1,101249,4437981,07/12/2015_00:00:00
2,41163,2126364,27/01/2016_00:00:00
1,42615,2955321,15/02/2017_00:00:00
1,51479,1014290,05/10/2015_00:00:00
1,43629,4202133,10/02/2016_00:00:00
2,98547,5078050,14/02/2016_00:00:00
1,98292,2983894,02/07/2016_00:00:00
2,100219,4302387,14/10/2015_00:00:00
1,242444,4264338,18/09/2016_00:00:00
2,96907,5105133,03/05/2016_00:00:00
1,33252,2678978,28/06/2016_00:00:00
1,51388,3243291,30/04/2016_00:00:00
1,45347,1020846,10/07/2016_00:00:00
1,231018,1887340,23/10/2016_00:00:00
1,43118,4294074,16/09/2015_00:00:00
1,42750,1250234,26/03/2017_00:00:00
1,51481,1055031,10/12/2016_00:00:00
1,95420,1479580,04/02/2016_00:00:00
1,99009,1661441,13/03/2017_00:00:00
1,52934,4344283,16/09/2015_00:00:00
1,189913,1473306,04/12/2016_00:00:00
2,97337,1633923,10/09/2015_00:00:00
1,56328,3277209,19/02/2016_00:00:00
2,99408,546516,21/10/2015_00:00:00
1,42841,2076336,28/08/2015_00:00:00
1,48749,171522,30/12/2016_00:00:00
1,205027,2009296,15/02/2017_00:00:00
1,104046,4752415,17/12/2016_00:00:00
1,40431,3118190,21/11/2015_00:00:00
1,41368,2576483,26/08/2015_00:00:00
1,100452,1794028,30/11/2016_00:00:00
1,125594,4185084,19/09/2016_00:00:00
1,142497,961883,10/01/2017_00:00:00
1,135399,2206715,02/12/2015_00:00:00
1,68627,2798346,16/10/2015_00:00:00
1,199160,2513424,30/11/2016_00:00:00
1,135793,4217607,18/01/2016_00:00:00
1,40655,833903,30/11/2015_00:00:00
1,118676,350518,11/08/2015_00:00:00
1,40646,3213687,12/09/2016_00:00:00
1,70307,2323,03/04/2016_00:00:00
1,49291,965651,22/10/2016_00:00:00
1,87967,3544885,03/09/2016_00:00:00
1,195522,5204537,19/01/2017_00:00:00
1,41959,3544885,21/01/2017_00:00:00
1,50541,1770465,10/04/2016_00:00:00
1,97283,1582797,10/10/2015_00:00:00
4,40876,5188419,29/12/2015_00:00:00
2,40768,2653450,02/03/2017_00:00:00
1,55323,1794028,19/09/2016_00:00:00
1,136132,4998335,17/09/2015_00:00:00
1,46058,600281,21/11/2015_00:00:00
1,87992,2298095,20/02/2016_00:00:00
1,100078,2298095,25/10/2016_00:00:00
1,5221,4789427,05/10/2015_00:00:00
1,40615,2031199,21/11/2015_00:00:00
1,98281,998609,27/07/2016_00:00:00
1,41165,2268869,07/02/2016_00:00:00
1,62524,3386992,11/08/2015_00:00:00
1,42777,1295937,20/01/2017_00:00:00
3,106321,1340354,03/06/2016_00:00:00
1,156073,2798346,29/07/2016_00:00:00
1,4978,83604,03/12/2015_00:00:00
1,55733,825515,14/10/2015_00:00:00
1,198220,2268869,20/03/2017_00:00:00
1,138660,1148427,14/02/2017_00:00:00
2,105442,2895155,28/05/2016_00:00:00
1,68988,2984487,06/08/2016_00:00:00
1,213276,2138738,20/11/2015_00:00:00
8,241265,4939121,22/12/2015_00:00:00
1,64515,2165456,27/12/2016_00:00:00
1,43941,2786142,12/02/2017_00:00:00
1,63930,4889248,12/01/2017_00:00:00
1,40667,3210381,03/08/2016_00:00:00
1,67067,3228967,14/12/2016_00:00:00
1,63393,1038562,03/11/2015_00:00:00
1,123833,4564002,17/08/2016_00:00:00
1,80470,2809173,07/04/2016_00:00:00
1,64238,3225034,09/09/2016_00:00:00
4,99858,135997,15/08/2015_00:00:00
2,102862,3500517,15/11/2015_00:00:00
1,4498,3331340,10/08/2015_00:00:00
1,160281,524138,27/03/2017_00:00:00
1,121083,3572764,21/11/2016_00:00:00
1,88950,5193116,10/12/2016_00:00:00
1,40088,3346861,23/01/2016_00:00:00
1,56964,1133717,08/02/2016_00:00:00
1,98737,3657937,04/12/2016_00:00:00
1,38227,4471212,02/09/2016_00:00:00
2,204559,2715529,12/08/2015_00:00:00
1,85913,3879119,10/08/2015_00:00:00
1,40164,2387484,25/07/2016_00:00:00
1,137538,2639949,08/10/2016_00:00:00
1,54188,3500517,02/04/2016_00:00:00
1,43141,2107213,09/08/2016_00:00:00
1,91814,5022575,01/04/2017_00:00:00
2,225173,5108215,14/03/2016_00:00:00
2,42265,2031199,16/08/2016_00:00:00
1,96236,3103594,11/06/2016_00:00:00
1,117950,3500517,19/04/2016_00:00:00
2,43149,3923515,31/01/2017_00:00:00
